idx,product_name,url,crawl_status,image_count,image_status,image_types,print_area_status,spec_count,spec_status,spec_keys,crawled_at,json_path
344,150ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=344,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:44:29.834627,products/idx_344.json
345,250ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=345,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:35:40.658956,products/idx_345.json
346,380ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=346,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:51:21.633546,products/idx_346.json
347,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=347,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:53:32.398046,products/idx_347.json
348,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=348,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T13:04:16.641931,products/idx_348.json
349,120ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=349,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:43:25.701731,products/idx_349.json
35,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=35,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:49:31.994115,products/idx_35.json
350,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=350,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:52:36.532071,products/idx_350.json
351,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=351,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:31:32.244581,products/idx_351.json
352,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=352,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:34:50.952836,products/idx_352.json
353,350ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=353,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:32:37.184984,products/idx_353.json
354,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=354,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:41:52.105873,products/idx_354.json
355,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=355,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:42:19.880816,products/idx_355.json
357,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=357,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:35:32.656516,products/idx_357.json
358,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=358,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:54:44.754577,products/idx_358.json
359,320ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=359,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:52:18.581694,products/idx_359.json
36,750ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=36,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T13:00:03.743496,products/idx_36.json
360,150ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=360,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:34:41.460044,products/idx_360.json
361,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=361,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:41:42.879948,products/idx_361.json
572,250ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=572,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:54:08.875314,products/idx_572.json
573,45ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=573,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:51:12.585535,products/idx_573.json
574,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=574,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:37:42.111566,products/idx_574.json
575,250ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=575,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:31:40.847182,products/idx_575.json
576,100ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=576,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T13:04:07.366602,products/idx_576.json
